file_name,answer
48094.wav,엔진오일 교체 예상 일이 이번 달이야
48095.wav,연료량 체크해 줘
48096.wav,거실 전원 켜짐 타이머를 십 분 뒤에 실행해 줘
48097.wav,거실 전원 스위치 십 분 뒤에 내려 줘
48098.wav,보일러 타이머에 아홉 시로 설정해 줘
48099.wav,차 시동 미리 켜 둬야겠어
48100.wav,홈카메라 총 저장 용량 확인 가능 해
48101.wav,홈카메라로 사용 몇 번이나 했어
48102.wav,홈카메라 잔여 저장 용량 확인 해
48103.wav,에어컨 온도 내릴래
48104.wav,엔진오일 이번 주 안에 교체하면 사야 하니깐 미리 알려 줘
48105.wav,차 문 잠금 설정 풀게
48106.wav,운전자 일 번 모드에서 열선 시트 꺼짐으로 설정 부탁해
48107.wav,눈부시니까 실내에 보조 등만 켜
48108.wav,홈 카메라 용량 얼마나 남아 있는지 확인해 줘
48109.wav,운전자 일 아빠야
48110.wav,부모님 지금 집 현관문 닫고 가셨는지 확인해 줘
48111.wav,컴퓨터 꺼짐 버튼 눌러 줘
48112.wav,삼십 이상 더 가야 하니
48113.wav,경적 삼 초간 울려 줘
48114.wav,로봇 청소기 일반 모드로 돌려
48115.wav,홈카메라 칸 위치 말해 줘
48116.wav,도대체 얼마나 더 가야 집에 도착이니
48117.wav,작동 안 하던 전등들 확인해 줘
48118.wav,조수석 시트는 앉으면 바로 열선 켜
48119.wav,의자 온도 제일 높은 단계로 올려 줘
48120.wav,어느 방에 에어컨 냉방 중이지
48121.wav,운전자 일 세팅에 히터 삼십도로 설정해놔
48122.wav,거실 불 밝기를 일 단계로 다시 맞춰 줄래
48123.wav,로봇 청소기 터보 모드로 전환해 줘
48124.wav,눈부시니까 실내에 보조 등만 켜
48125.wav,선풍기 플러그 위치 보고 싶어
48126.wav,전체 차 문 확인해서 알려 줘
48127.wav,저번 주에 휴지를 샀었나
48128.wav,에어컨 바람이 너무 정면으로 오는데 위로 올려 줘
48129.wav,너무 건조하니깐 히터 꺼 봐
48130.wav,컴퓨터 전원 켜 놓고 싶어
48131.wav,엔진오일 갈아야 하는지 확인해 줘 봐
48132.wav,홈카메라 사용 내역 전부 복구해 줘
48133.wav,차에 시동 좀 걸어 놔 봐
48134.wav,엔진 오일 교체 언제일까
48135.wav,안방은 다 이 단계로 밝기 변경해
48136.wav,지금 에어컨 너무 세니깐 최소로 만들어 줘
48137.wav,자택 전체 등 기구 기동해 줘
48138.wav,컴퓨터 시작 타이머에 한 시간 설정할게
48139.wav,시트가 너무 뜨거워요
48140.wav,선풍기 빼고 플러그 전원 위치 알려 줘
48141.wav,차내에 바람 통하게 시트 통풍 켜 줘
48142.wav,차에 문제없는지 시시티브이로 확인 부탁해
48143.wav,전원 타이머 설정 명령 내릴게
48144.wav,에어컨 풍량은 항상 세게 해 줘
48145.wav,홈카메라 언제 썼나 좀 알려 줘 봐라
48146.wav,비오니까 운전석 창문 좀 닫아 줘
48147.wav,엔진오일 교체해야 하는 예상일 좀 보여 줘
48148.wav,어제 녹화된 시시티브이 영상 보자
48149.wav,내 핸드폰 차에 있는지 씨씨티브이로 확인해 볼래
48150.wav,구매 목록 내역 확인시켜 줘
48151.wav,가스 밸브 타이머 이십 분이면 충분해
48152.wav,지금 운전자 일 설정 불러올 수 있어
48153.wav,내 차가 있는 곳 주소 알려 줘
48154.wav,열선 시트 전원 틀어 볼래
48155.wav,식료품 주문한 거 잘 오고 있는지 알려 줘
48156.wav,로봇 청소기 지금 청소 중인 곳 알려 줘
48157.wav,에어컨 바람 아래쪽 향하는 거 맞아
48158.wav,타이머 시간을 이십 분으로 한 다음 에어컨 꺼 줘
48159.wav,운전자 삼 번으로 세팅해 줘
48160.wav,뒷편 차 문 열어
48161.wav,전체 조명 이 분 뒤에 스위치 온 해
48162.wav,내 차 앞에 뭐 있는지 블랙박스 화면 보여 줘
48163.wav,현재 차량 위치 주소 말해 줘
48164.wav,길 안 밀리면 언제 도착인지 말해 줄래
48165.wav,꺼진 플러그 위치 브리핑 부탁해
48166.wav,지금까지 주행거리 보면 엔진오일 교체해야 하나
48167.wav,에어컨 타이머로 삼십 분 더 틀어
48168.wav,거실 불 더 어둡게 설정해
48169.wav,집에 도착하면 바로 컴퓨터 써야 하니까 켜 놔
48170.wav,거실 조명 최대 전원 켜 줘
48171.wav,지금부터 오 분 후에 나갈 거니까 시동 켜 놓고 대기해
48172.wav,차 따뜻하게 히터 온도 높여 줘
48173.wav,앞 좌석만 창문 조금씩 내려 줄래
48174.wav,지금 거실 안쪽 조명 밝기 최대한 켜 줘
48175.wav,차량 빨리 데우게 히터 온도 최대로 끓어 올려
48176.wav,약간 추워졌는데 에어컨 삼 도만 올려 볼까
48177.wav,홈카메라 현재까지 돌아가고 남은 저장 용량 얼마야
48178.wav,보내야 할 시시티브이 지금 보여 줘 봐
48179.wav,현재 단계보다 하나 내려 줘
48180.wav,지금부터 오분 뒤에 선풍기 켜짐 설정해 줘
48181.wav,에어컨 바람이 너무 정면으로 오는데 위로 올려
48182.wav,평일 주간에 같은 시간에 항상 시동 예약해 줘
48183.wav,식료품 주문 접수 들어갔어
48184.wav,나올 때 조명 끄는 걸 깜박했어 대신 꺼 줘
48185.wav,지금 조수석 문 닫아
48186.wav,전체 조명 이 단계만큼 조절해서 밝게 해
48187.wav,엔진 오일 바꿀 날짜 좀 찾아 줘 봐
48188.wav,시동 켜 봐 봐
48189.wav,보일러 가장 약하게 돌아가게 해 줄래
48190.wav,이십 분 후에 가스 밸브 내려 줘라
48191.wav,내 핸드폰 차에 있는지 씨씨티브이로 확인해 볼래
48192.wav,거실에 조명 있는 거 다 꺼 줘
48193.wav,비상등에 불 꺼
48194.wav,새벽 두 시에 멈추도록 선풍기 설정해 줘
48195.wav,조수석 창문에 뭐 묻었니
48196.wav,전 좌석 시트 온도 좀 올려 둬
48197.wav,운전자 삼 모드 열선 시트 온 히터 이십칠 도로 설정해 줘
48198.wav,안방 조명 위치 확인 부탁해
48199.wav,보일러 방향 하향으로 변경해 줘
48200.wav,컴퓨터 지금 미리 켜서 집에 가면 쓸 수 있게 해 줘
48201.wav,안방에 켜져 있는 불 있으면 알려 줘
48202.wav,열선 시트 불 틀어 줄래
48203.wav,안방 조명 전원 끄는 것 대신해 줘라
48204.wav,예약하고 시동 켜고 싶어
48205.wav,더우니까 히터 꺼도 돼
48206.wav,전원 플러그 켜져 있는 거 종료 부탁해
48207.wav,엔진 오일 새로 언제 교체하면 좋아
48208.wav,에어컨 바람이 위쪽에서 퍼지게 설정해 줘
48209.wav,집 도착 예정 시간이 언제야
48210.wav,안방 조명 최소로 설정 가능한지 알아 봐 줄래
48211.wav,거실 콘센트에 선풍기 플러그 꽂혀 있니
48212.wav,차 어딨는지 알았으니 인제 그만 경적 꺼 봐
48213.wav,에어컨 온도 너무 낮지 않게 올려 줘
48214.wav,송풍 모드 끕시다
48215.wav,나 가스 안 끈 것 같아
48216.wav,지금부터 오분 뒤에 선풍기 켜짐 설정해 줘
48217.wav,경적 꺼
48218.wav,아직까지는 보일러 제일 낮게 틀고 있자
48219.wav,가스 밸브 타이머 삼십 분 켜 줘
48220.wav,에어컨 지금 온도로 항상 유지해
48221.wav,실내 온도보다 조금 더 낮게 온도 설정해 줘
48222.wav,지금 다와 가는 중이야
48223.wav,한 시간 지난 후에 가스 밸브 좀 열어 줘
48224.wav,홈카메라 데이터 삭제한 적 있는지 알려 줘
48225.wav,뒷자리 통풍 시트 필요해
48226.wav,우리 집 조명 한 단계 키워 
48227.wav,곧 출발하게 차 시동 준비 부탁해
48228.wav,오일 쓰다가 언제쯤 교환하는 거야
48229.wav,두 시간 삼십 분 후에 못 하도록 컴퓨터 꺼
48230.wav,좀 이따 나가게 다시 차 시동 좀 꺼 줄래
48231.wav,목표지까지 남은 시간 알려 줘
48232.wav,주차 시 자동으로 조수석 창문 닫아 줘
48233.wav,홈카메라가 어디 어디 있는지 탐색해
48234.wav,아까 주문한 아메리카노 아직도 안 왔어
48235.wav,안방 조명 제일 밝은 것 보여 줘
48236.wav,홈카메라가 어디 어디 있는지 탐색해
48237.wav,운전자 일 세팅 삭제 부탁해
48238.wav,에어컨 단계 삼으로 설정해 줘
48239.wav,집 형광등 전원 한 시간 후에 올려
48240.wav,안방에 전원 안 꺼진 조명만 구별해 줘
48241.wav,시시티브이가 찍고 있는 장면 보여 줘
48242.wav,켜져 있는 거실 조명 리포트해 줘
48243.wav,지금 비상등 잠깐 필요할 거 같아
48244.wav,곧 도착하니까 집 좀 환하게 해 줘
48245.wav,블랙박스에 뭐 좀 나왔어
48246.wav,차 문 모두 닫기
48247.wav,이젠 자석 따듯하게 해 줘
48248.wav,스위치 올라간 조명 위치 알려 줘
48249.wav,블랙박스 현재 켜져 있지
48250.wav,거실에 있는 보일러 전원만 켜 줘
48251.wav,오늘은 날이 너무 더워
48252.wav,열선 시트 전원 틀어 볼래
48253.wav,의자가 덜 뜨겁게 해 줘
48254.wav,지난주 주문 목록에 오예스 넣었나 봐 줘
48255.wav,에어컨 단계 삼으로 설정해 줘
48256.wav,홈카메라 전체 용량 확인해 줘
48257.wav,시동석 창문 지금 바로 내려놔 줄래
48258.wav,내 차 앞에 뭐 있는지 블랙박스 화면 보여 줘
48259.wav,이제 환기 그만할 거니까 전체 창문 닫기 부탁해
48260.wav,따듯한 열선 기능 부탁할게
48261.wav,비상등 좀 미리 켜 봐
48262.wav,안방 불은 열두 시간에 키도록 설정해 줘
48263.wav,졸리지 않게 히터 온도 낮춰 줘
48264.wav,이십 분 후에 가스 밸브 내려 줘라
48265.wav,차 작동 안 되게 꺼 봐
48266.wav,지금 홈카메라 위치 어디 있지
48267.wav,우리 집 조명 기구 뭐가 작동 중이야
48268.wav,매일 오후 두 시에 시동 예약하고 싶어요
48269.wav,한 시간 후에 가스 막아 줘
48270.wav,가스 쓸 일 없으니 가스 밸브 잠가 줘
48271.wav,홈카메라 저장 용량 여유 있어
48272.wav,조명 전부 가장 작게 밝기 설정해
48273.wav,열선 시트 계속 켜 놔줘
48274.wav,뒷좌석 히터 약하게
48275.wav,차 시동이 켜졌나 꺼 줘
48276.wav,로봇 청소기 사 단계로 흡입해
48277.wav,안방에 켜져 있는 불 있으면 알려 줘
48278.wav,블랙박스에서 뭐 좀 나왔어
48279.wav,에어컨 최소로 틀어도 충분할 거 같아
48280.wav,식료품 배송 현황을 실시간으로 추적해 줘
48281.wav,보일러 멈추게 도와 줘
48282.wav,내 차 있는 곳 알았으니 경적음 좀 꺼 봐
48283.wav,뒷자리에 사람들 타게 미리 차 문 열어 둬
48284.wav,앞에 클랙슨 좀 울려 봐
48285.wav,차량 내부 씨씨티브이 녹화자료 보여 줘
48286.wav,뒷자리 통풍 시트 필요해
48287.wav,혹시 지금 가스 밸브 잠가 줄 수 있을까요
48288.wav,안방 어디에 어떤 조명이 있는지 위치에 대해서 알려 줘
48289.wav,최대로 에어컨 실행해
48290.wav,오늘 추운 날이니 히터 온도 높여 줘
48291.wav,선풍기 콘센트 어디서 쓰고 있지
48292.wav,시동석 창문 제일 끝까지 올려 줘
48293.wav,선풍기 운전 시작해 줘
48294.wav,식료품 주문 취소된 게 없는지 알려 줘
48295.wav,현관문 지금 잠금 상태인지 알려 줘
48296.wav,지금부터 이십 분 뒤에 안방 조명 불 켜 줘
48297.wav,엔진 오일 갈아야 하는 날 지금 알려 줘
48298.wav,왼쪽 햇빛 때문에 눈부셔
48299.wav,에어컨 온도 조금만 높여 줄래
48300.wav,에어컨 바람 위로 나오게 고정해 줘
48301.wav,언제 엔진 오일 교체했는지 가르쳐 줘
48302.wav,엔진 오일 바꿀 날짜 좀 찾아 줘 봐
48303.wav,짐이 많으니까 현관문 열어 놔
48304.wav,월요일에는 시동 켜는 시간을 일곱 시로 해 줘
48305.wav,기름 남아 있는 양 말해 줘 봐
48306.wav,뒷자리에 사람 곧 타니깐 미리 열어 놀래
48307.wav,전등들 모두 한 단계 높여 줘
48308.wav,조명 세기 끝까지 낮춰 줘
48309.wav,뒷자리 차 문 개문 요청합니다
48310.wav,운전석 창문은 전부 올려 줄래
48311.wav,홈 카메라 저장 용량 언제까지 가능하니
48312.wav,안방 불 여기 있는 거 맞아
48313.wav,안방 에어컨 전원 켜져 있는지 확인해 봐
48314.wav,집 안에 어느 곳에 에어컨이 있는지 알려 줄래
48315.wav,십 분 후 가스 밸브 잠가 줄래
48316.wav,히터 온도 좀 낮춰봐라
48317.wav,실내에 불 다 꺼졌는지 살펴 봐
48318.wav,거실 불 더 어둡게 설정해
48319.wav,차들 없으면 오른쪽 차 문만 열어 줘
48320.wav,에어컨 바람 위로 가는 게 좋아
48321.wav,뒷좌석 히터 약하게
48322.wav,선풍기 플러그들이 모두 작동하도록 타이머를 만들게
48323.wav,집 전체 조명 밝기 이 단계로 부탁한다
48324.wav,홈카메라 언제 썼나 좀 알려 줘 봐라
48325.wav,지금 설정 마음에 들어
48326.wav,로봇 청소기 일반 모드로 돌려
48327.wav,현재 우리 집에 있는 에어컨 위치들 알려 주라
48328.wav,차 안에 찍힌 영상 보여 줘
48329.wav,삼십 분 뒤 가스 밸브 오프
48330.wav,안방 조명을 퇴근 시간에 맞춰서 켜 줄래
48331.wav,전체 조명 이 단계까지 올려 줘
48332.wav,우리 집 조명 한 단계 키워 줘
48333.wav,통근 시간에 맞는 시동 시간 설정 조정 좀 해 주라
48334.wav,우리 집 전깃불 켜진 곳 안 켜진 곳 구분해 줘
48335.wav,아까 주문한 아메리카노 아직도 안 왔어
48336.wav,가스 밸브 잠금 예약 한 시간만 할게
48337.wav,옆 차랑 닿지 않게 전체 차 문 다 열어 줘
48338.wav,안방 조명 제일 희미하게 비춰 줘
48339.wav,먼지 들어온다 창문 다 닫아
48340.wav,아기가 깨니까 로봇 청소기 일 단계로만 돌려 줘
48341.wav,엔진 오일 언제 바꿀지 알려 줘
48342.wav,지금 컴퓨터 쓸 거니까 켜 놔
48343.wav,식료품 배송 상태 알려 줄래요
48344.wav,내부 순환 모드로 바꿔서 설정
48345.wav,로봇 청소기 벽면 구석 청소 모드 켜
48346.wav,주문한 식료품은 어디쯤 왔나
48347.wav,안방 에어컨 전원 켜져 있는지 확인해 봐
48348.wav,엔진오일 교체일 좀 얘기해 봐
48349.wav,지금 현관문 상태 한번 봐줄래
48350.wav,에어컨 작동 타이머 여섯 시에 맞춰 줘
48351.wav,주문한 식료품 내역 보여 줘
48352.wav,사고 당시 영상 블랙박스에 남아 있어
48353.wav,컴퓨터 아홉 시에 꺼지도록 타이머 맞춰 줘
48354.wav,대기하는 동안 비상등 켜고 있자
48355.wav,운전자 일 세팅에서 열선 시트는 빼 줘
48356.wav,안방 불 여기 있는 거 맞아
48357.wav,운전자 일 모드 열선 모드 빼 줘
48358.wav,선풍기가 연결된 플러그 알려 줘
48359.wav,보일라 단계 일 단계로 조정해 줘
48360.wav,현관문 열림 상태인지 확인해 봐
48361.wav,주간 시동 예약 초기화해 줘
48362.wav,집에 선풍기 플러그 위치 찾아볼래
48363.wav,조수석에 사람 타면 통풍 기능 켜 줘
48364.wav,집에 전기 사용 못 하게 다 내려 줘
48365.wav,운전자 일에서 열선 시트 대신 통풍으로 재설정해
48366.wav,선풍기 콘센트 어디서 쓰고 있지
48367.wav,에어컨 온도 덜 시원하게 해도 되겠다
48368.wav,엔진 오일 바꾼 날짜 보기
48369.wav,거실 불 십 분까지 켜 줘
48370.wav,블랙박스에서 뭐 좀 나왔어
48371.wav,삼십 분 있다가 가스 밸브 잠금 해제 시켜
48372.wav,어느 방에 에어컨 냉방 중이지
48373.wav,홈카메라 위치 공개해 줄래
48374.wav,보일러 일 단계로 제어해 줘
48375.wav,보일러 아래쪽으로만 틀고 싶어
48376.wav,차량 앞에 도착 시 경적 꺼 줘
48377.wav,집 온도 최소로 세팅해
48378.wav,보일러 스톱
48379.wav,지금 조수석 히터 따듯해
48380.wav,지금 모든 좌석 통풍을 이 단계로 조정해 줘
48381.wav,언제 엔진 오일 교체했는지 가르쳐 줘
48382.wav,현재 차량 위치 좀 파악할 수 있을까
48383.wav,선풍기 플러그 어디에 꽂혀있니
48384.wav,시동 켜지 마
48385.wav,컴퓨터 전원 켜 놓고 싶어
48386.wav,운행 중 트럭 뒤이면 시동석 창문 못 열게 설정해 줘
48387.wav,곧 갈 테니 내 차량 시동 부탁해
48388.wav,집 쾌적하게 로봇 청소기 진공 청소 모드로 돌려 줘
48389.wav,운전자 일 단계에서 이 단계로 설정 변경합니다
48390.wav,블랙박스 작동되나 확인해 줘
48391.wav,로봇 청소기를 첫 단계로 설정 부탁할게
48392.wav,거실하고 내 방 컴퓨터 플러그 위치 알려 줘
48393.wav,마지막 홈카메라 사용 내역 읽어 줘
48394.wav,보일러 이 단계로 변경해
48395.wav,컴퓨터 전원 시간 예약 좀 해주라
48396.wav,로봇 청소기 단계 설정 하나만 높여라
48397.wav,타이머 시간을 이십 분으로 한 다음 에어컨 꺼 줘
48398.wav,트렁크 빼고 다 열어
48399.wav,조수석에서 편하게 쉬게 시트 뒤로 젖혀 줘
48400.wav,한 시간 뒤에 전원 켜야 하니깐 설정해 놔
48401.wav,주유 직원하고 얘기하게 조수석 창문 내려 줘
48402.wav,침실 어느 조명이 꺼져 있는지 알아 봐 줘
48403.wav,저장된 내부 시시티브이 보여 주겠니
48404.wav,컴퓨터 사용 타임 제한 걸래
48405.wav,아홉 시 맞춰 에어컨 가동 종료해 줘
48406.wav,집 전체에 조명 밝게 해 줘
48407.wav,오늘 집에 나밖에 없을 거니까 거실 조명 제일 낮게 해 줘
48408.wav,지난주 주문 목록에 오예스 넣었나 봐 줘
48409.wav,지금 시끄러운 경적 좀 꺼봐
48410.wav,열 시부터 아침 여섯 시까지 가스 밸브 차단 설정해
48411.wav,엔진 새 걸로 언제 바꿀까
48412.wav,보내야 할 시시티브이 지금 보여 줘 봐
48413.wav,조수석 시트 통풍 최대
48414.wav,조수석에 누구 앉으면 통풍 작동해 줘
48415.wav,내 차 블랙박스 영상 다시 볼래
48416.wav,교체한 지 일 년 되는 날이 언제야
48417.wav,전 좌석에 좌석 열선 기능 켜 줄래
48418.wav,운전자 일 세팅에서 열선 시트는 빼 줘
48419.wav,안방 조명 중 꺼져 있는 것들 파악해 줘
48420.wav,깜빡했는데 안방 불 좀 꺼 줄 수 있어
48421.wav,히터 때문에 덥다
48422.wav,차 좀 찾게 경적 소리 내 줄래
48423.wav,주유 직원과 얘기하게 시동석 창문 열어 줘
48424.wav,지금 설정으로 운전자 일 맞춰 줘
48425.wav,십 분 뒤에 리빙 라이트 온
48426.wav,시트 온도 더 올리려면 뭐 어떻게 해야 돼
48427.wav,선풍기 플러그 위치를 알아야 하는데 도저히 모르겠어
48428.wav,지그재그 모드로 거실 청소 시작
48429.wav,뒷편 차 문 열어
48430.wav,약간 추워졌는데 에어컨 삼 도만 올려 볼까
48431.wav,시트 난방 모드로 켜 줘
48432.wav,운전석 창 닫긴 건지 확인해 줘
48433.wav,집 최대한 밝게 세팅해
48434.wav,운전자 일에서 시동은 운전자가 키도록 변경할게
48435.wav,차 안 시시티브이 녹화 틀어 봐
48436.wav,아까 켜 둔 거실 조명 레벨을 두 개 내려 줘
48437.wav,홈카메라로 사용 몇 번이나 했어
48438.wav,차 찾을 때까지 경적 좀 켜 줘
48439.wav,사고 났으니까 비상등 좀 틀어 봐라
48440.wav,전 좌석 시트 온도 좀 올려 둬
48441.wav,전체 차 문 이제 닫아 줘
48442.wav,에어컨 바람 아래쪽 향하는 거 맞아
48443.wav,선풍기 플러그가 꽂혀 있는 곳을 말해 봐
48444.wav,현 교통상황에서 몇 시 집 도착인지 알려 줘
48445.wav,도착까지 남은 거리 알려 주라
48446.wav,놓고 온 거 찾아올 거니까 시동은 유지시켜
48447.wav,안에 와이프가 자니까 밖에서 못 열게 현관문 잠가 줘
48448.wav,차 시동 끄는 걸 깜박했는데 얼른 꺼 줘
48449.wav,홈카메라 사용 내역 좀 알아 볼래
48450.wav,외출 스케줄 따라 시동 미리 걸어
48451.wav,에어컨 어느 방에 있어
48452.wav,에어컨 온도 내릴래
48453.wav,새벽 두 시에 멈추도록 선풍기 설정해 줘
48454.wav,시동 걸린 거 유지해
48455.wav,올라가면 시동을 꺼
48456.wav,선풍기 연결된 플러그 알려 줘
48457.wav,운전석 창문 다 올려야 해
48458.wav,조수석에 동승자 승차 시 온열 기능 켜 줘
48459.wav,열선 시트 끄세요
48460.wav,전원 플러그 어디에 있는지 얘기해 줘
48461.wav,시동석 빼고 시트 온열 기능 끄렴
48462.wav,가스 밸브 개방해 줘
48463.wav,온도 낮아지게 에어컨 설정 좀 부탁해
48464.wav,엔진오일 새로 언제 교체하면 좋아
48465.wav,차량 열선 시트 켜라
48466.wav,삼십 분 이상을 더 가야 하니
48467.wav,어떻게 설정되어 있는지 운전자 일 확인할게
48468.wav,피시 사용 한 시간 넘으면 삼십 분 뒤에 꺼지게 타이머 해 줘
48469.wav,시트 온도 너무 올라가지 않게 조절해 줘
48470.wav,아침 열 시에는 전원 내려가게 설정 부탁해
48471.wav,자택 전체 등 기구 기동해 줘
48472.wav,홈카메라 위치 공유 부탁해
48473.wav,식료품 지금 언제 배송 예정인지 알 수 있어
48474.wav,로봇 청소기 지금 어디쯤 청소하고 있나 알려 줄래
48475.wav,시동석 창문 닫기 해 줘
48476.wav,경적 울리도록 실행해 줘
48477.wav,차량 열선 시트 켜라
48478.wav,얼른 시동 좀 꺼 봐
48479.wav,내일 아침에 시트 켜 놓기 운전자 모드 예약 설정해 놨지
48480.wav,어디 홈카메라가 켜져 있니
48481.wav,컴퓨터 전원을 딱 오 분 후에 내려 줄래
48482.wav,앞에 클랙슨 좀 울려 봐
48483.wav,시동이 켜져 있게 도와줘
48484.wav,전체 차 문 이제 닫아 줘
48485.wav,식료품 배송 업체명이 뭐야
48486.wav,거실 불 다 꺼 버려 줄래
48487.wav,컴퓨터 플러그 꽂혀진 위치가 어디쯤인 거지
48488.wav,운전자 일 세팅 삭제 부탁해
48489.wav,물걸레 모드로 바꾸고 청소해라
48490.wav,차량 내부 카메라 보여 줄래
48491.wav,로봇 청소기 어디에 있니
48492.wav,차를 찾아야겠으니 도와줘
48493.wav,시트 온도 설정되어 있는 거 높여 줘
48494.wav,최대 단계로 거실 조명 다 틀어 놔 줘
48495.wav,집에 사람 없으니까 안방 불 꺼
48496.wav,차 시동 키면 송풍 모드 켜 줘
48497.wav,나의 차 경적음 좀 실행해 줘 봐
48498.wav,시동석 창문 혹시 열고 왔으면 닫아 줘
48499.wav,설정되어 있는 보일러 방향을 아래로 바꿀게
48500.wav,운전자 일 설정 사항 알려 줘
48501.wav,답답해서 이제 히터 끄고 싶어
48502.wav,컴퓨터 전원 꺼지는 시간 오후 세 시로 맞춰놔
48503.wav,히터 전원 오프 해
48504.wav,흡입력이 좋은 삼 단계로 로봇 청소기 켜 줘
48505.wav,거실 전등 가장 약하게 설정하고 틀어 줘
48506.wav,선풍기 빼고 플러그 전원 위치 알려 줘
48507.wav,에어컨 온도를 올릴까
48508.wav,앞 차가 급정거했어 비상등 켜자
48509.wav,지금부터 순환 모드 작동 안 할게
48510.wav,안방 불 여기 있는 거 맞아
48511.wav,시동 그냥 유지할게
48512.wav,시동 걸자마자 에어컨 켜
48513.wav,이제 경적 해제해 줘
48514.wav,우리 집 모든 구역 환하게 밝혀 줘
48515.wav,에어컨 온도 높여 놔
48516.wav,히터 그만해도 되니까 끌래
48517.wav,조수석에 탈 사람 없으니깐 문 닫아 놀래
48518.wav,에어컨 동작 바랍니다
48519.wav,운전자 일에서 차량 내부 온도 설정이 몇 도야
48520.wav,매일 보일러 여섯 시에 틀어지게 설정해 줘
48521.wav,매일 오후 두 시에 시동 예약하고 싶어요
48522.wav,가스 밸브 자동으로 삼십 분 뒤 잠가
48523.wav,보일러 좀 다 켜 줘라
48524.wav,나의 차 경적음 좀 실행해 줘 봐
48525.wav,에어컨 타이머로 삼십 분 더 틀어
48526.wav,가스 쓸 일 없으니 가스 밸브 잠가 줘
48527.wav,예전에 시킨 식료품 내가 시킨 내용에서 찾아 줘
48528.wav,이십 분 뒤 안방 소등 설정
48529.wav,가스 밸브 틀어
48530.wav,지금 기름 어느 정도 남아 있는지 체크해 줄래
48531.wav,히터 온도 이십육 도로 다시 설정해
48532.wav,차 시동이 켜졌나 꺼 줘
48533.wav,저장된 내부 시시티브이 보여 주겠니
48534.wav,차 어디다 세워놨지
48535.wav,오늘 추운 날이니 히터 온도 높여 줘
48536.wav,빨리 안방 불 좀 끄자
48537.wav,켜진 에어컨 있는지 전부 확인해 줘
48538.wav,보일러 타이머 자동으로 매일 맞춰 줘
48539.wav,차 문 잠금 좀 다 풀어 봐
48540.wav,이제 봄이니까 보일러는 최솟값으로 바꿔
48541.wav,거실 전원 스위치 십 분 뒤에 내려 줘
48542.wav,차 문 잠금 설정 풀게
48543.wav,내부 순환 모드로 진입해 줘
48544.wav,차 찾을 때까지 경적 좀 켜 줘
48545.wav,안방 조명 밝기는 최대한 커야 해
48546.wav,지금 시동 켜 놓은 거 끄지 마
48547.wav,히터 최대 세기로 맞춰 봐
48548.wav,안방 조명 타임 맞춰 줘
48549.wav,안방 조명 중 꺼져 있는 것들 파악해 줘
48550.wav,거실 조명 최대 전원 켜 줘
48551.wav,주중엔 오전 여덟 시에 시동 걸어놓아라
48552.wav,한 시간 뒤에 밸브 좀 록 해
48553.wav,현관문 열려있진 않지
48554.wav,창문 싹 다 열고 가자
48555.wav,경적 길게 눌러 줘
48556.wav,앞쪽만 히터 켜 줘
48557.wav,집 전체 조명 밝기 최소 단계로 설정해 둘래
48558.wav,이십 분 후에 가스 밸브 내려 줘라
48559.wav,홈카메라 저장 공간 비워야 해
48560.wav,전원 한 시간 지나면 알아서 꺼지게 타이머 틀어
48561.wav,히터 바람이 너무 세
48562.wav,안방 조명 빨리 삼십 초 뒤에 꺼
48563.wav,전체 조명 밝기 가장 밝게
48564.wav,조수석 시트 계속 따뜻하게 유지시켜
48565.wav,여섯 시쯤 녹화된 영상 좀 보여 줄래
48566.wav,주차 위치 좀 공유해 줄래
48567.wav,아침 열 시에는 전원 내려가게 설정 부탁해
48568.wav,통근 시간에 맞는 시동 시간 설정 조정 좀 해 주라
48569.wav,시동 끌 필요 없고 그냥 둬
48570.wav,에어컨 온도는 낮추고 알려 줘
48571.wav,매주 수요일에는 여덟 시에 갈 수 있게 시동 준비
48572.wav,차량 운행 끝났어
48573.wav,조수석 문 잠그고 확인 한번 해
48574.wav,엔진 오일 바꾼 날짜 보기
48575.wav,에어컨 두 시간 동안 설정 맞춰 줘
48576.wav,내부 시시티브이 영상 재생해
48577.wav,마지막 교체부터 며칠 지났어
48578.wav,시동부터 켜 줘
48579.wav,집 나갈 거니 시동 좀 켜 줘
48580.wav,거실 콘센트에 선풍기 플러그가 꽂혀 있니
48581.wav,뒤쪽 문 오픈해
48582.wav,식료품 주문 상태 표시해
48583.wav,전체 차 문 개폐 상태 확인해 줘
48584.wav,컴퓨터 전원 시간 예약 좀 해주라
48585.wav,지금 찍고 있는 홈카메라 위치 좀 알려 주라
48586.wav,안방 불 완전히 꺼 줘
48587.wav,조수석 쪽 창문 잘 내려가는지 봐 줘
48588.wav,로봇 청소기 단계는 삼 단계로 켜
48589.wav,거실 불 일 단계 부탁해
48590.wav,창문 좀 다 닫자
48591.wav,뒷좌석 히터 약하게
48592.wav,보일러 바람 위로 보낼래
48593.wav,네가 운전석 옆문 좀 열어 줘
48594.wav,올라가면 시동을 꺼
48595.wav,전체 차 문 확인해서 알려 줘
48596.wav,운전자 모드 엄마로 세팅해 줘
48597.wav,집 최대 온도로 설정해 줘
48598.wav,운전자 일에서 열선 시트 대신 통풍으로 재설정해
48599.wav,송풍 기능 오프 부탁해
